order_id,customer_id,product_list,total_price,order_date
292,,Watch,165.44,12/11/2022 05:35:44
293,13,"Sneakers, T-shirt, Jacket, Jeans, Watch",10000,01/2022/01 01:00:00
294,1,T-shirt,347.75,01/27/2023 07:50:43
295,14,Watch,274.21,07/16/2022 19:02:55
296,19,"Jacket, Sneakers, Jeans, T-shirt, Watch",1313.27,10/09/2022 23:51:10
297,12,"Watch, Jacket, T-shirt, Jeans",780.24,11/20/2022 10:02:05
298,6,"Watch, Jacket",278.15,04/23/2022 05:43:13
299,17,"Jacket, Watch, Jeans, T-shirt",489.9,01/14/2023 06:57:39
300,18,"Jeans, Jacket, Watch, Sneakers",982.87,03/29/2022 04:38:41
301,14,"Sneakers, Jacket, T-shirt",359.11,11/29/2022 21:32:47
302,22,"T-shirt, Watch",535.07,02/27/2022 01:56:26
303,3,"Jacket, Watch, Jeans",831.41,05/01/2022 03:14:58
304,1,"Watch, Sneakers, T-shirt, Jacket, Jeans",1957.47,04/23/2022 11:39:51
305,16,"Sneakers, T-shirt, Jacket",1058.75,11/20/2022 09:29:33
306,4,"Jacket, T-shirt, Sneakers, Jeans",1248.59,02/18/2023 01:17:00
307,6,"Jeans, Watch, T-shirt, Jacket, Sneakers",1355.45,12/20/2022 05:09:02
308,7,T-shirt,228.71,02/27/2022 19:01:46
309,8,Watch,410.75,10/29/2022 07:19:10
310,6,T-shirt,20.12,05/18/2022 09:39:52
311,3,,108.14,08/06/2022 04:50:24
312,15,Jacket,445.16,06/09/2022 15:52:05
313,16,"Watch, T-shirt",336.96,07/28/2022 16:19:24
314,21,"T-shirt, Sneakers",645.04,08/31/2022 12:16:36
315,18,"Jacket, Watch, Sneakers",1104.56,01/11/2022 00:30:35
316,1,"Sneakers, Jacket, Jeans, Watch, T-shirt",1109.76,09/18/2022 04:10:01
317,0,"Jeans, Watch, Sneakers, Jacket",1106.4,02/03/2023 04:30:09
318,11,"Watch, Jacket",352.82,05/09/2022 05:44:44
319,16,"Jeans, T-shirt, Sneakers",979.86,04/18/2022 00:54:02
320,16,"Jacket, Watch, Sneakers",748.24,03/06/2023 05:08:17
321,12,"Jacket, Jeans, Sneakers, T-shirt, Watch",1716.65,03/10/2023 02:34:13
322,14,Jacket,241.6,03/16/2023 18:08:01
323,6,"Sneakers, T-shirt, Watch, Jacket",1030.76,03/05/2022 11:45:01
324,19,Jeans,238.67,10/07/2022 16:30:44
325,5,"Watch, Sneakers",786.33,11/25/2022 10:51:01
326,4,"Jeans, T-shirt, Sneakers",462.33,02/16/2023 16:00:37
327,5,"Jacket, Sneakers, T-shirt, Jeans, Watch",1730.9,06/15/2022 14:38:00
328,6,"Jacket, Jeans",283.33,01/21/2023 01:46:32
329,10,"Watch, T-shirt, Sneakers, Jacket, Jeans",1221.6,11/19/2022 16:59:50
330,20,"Jacket, Watch, Sneakers, T-shirt, Jeans",1024.49,03/10/2023 18:17:42
331,4,"Jeans, T-shirt",332.84,06/28/2022 08:59:12
332,17,"T-shirt, Sneakers, Jeans, Jacket",1143.59,01/03/2023 03:39:18
333,15,"T-shirt, Jeans, Jacket",566.59,02/02/2022 08:49:24
334,5,"T-shirt, Jacket",683.15,04/02/2022 22:24:27
335,8,"Sneakers, Jeans, Jacket, Watch",796.23,02/28/2023 11:02:37
336,7,"T-shirt, Jacket, Jeans, Sneakers",308.24,01/21/2023 05:56:10
337,15,"Jacket, Sneakers",186.38,08/13/2022 06:46:37
338,19,"T-shirt, Sneakers",561.3,08/27/2022 10:09:36
339,21,"T-shirt, Jacket, Watch, Sneakers, Jeans",1464.29,12/12/2022 19:24:04
340,3,"Jacket, Sneakers, T-shirt, Jeans, Watch",1304.97,03/14/2023 21:29:21
341,0,"T-shirt, Sneakers",72.3,01/30/2022 09:20:20
342,12,"T-shirt, Sneakers",481.14,11/07/2022 11:53:12
343,10,Sneakers,272.88,03/04/2023 14:59:12
344,19,"T-shirt, Jacket, Watch",993.24,09/09/2022 19:10:12
345,6,"Jacket, Sneakers",704.21,01/10/2022 16:30:18
346,20,Watch,192.4,11/04/2022 13:40:42
347,17,"Sneakers, Jacket",247.51,11/06/2022 05:45:35
348,10,,652.27,02/06/2023 13:08:28
349,21,"Jacket, T-shirt",10000,03/04/2022 02:46:02
350,11,Jeans,476.21,03/06/2022 16:44:08
351,14,"T-shirt, Jacket",321.4,05/30/2022 20:29:24
352,14,Sneakers,457.05,08/06/2022 06:23:18
353,3,"T-shirt, Sneakers, Jeans, Watch, Jacket",1365.07,11/20/2022 06:11:25
354,13,"Sneakers, T-shirt, Watch",573.39,09/23/2022 23:17:00
355,1,"Sneakers, T-shirt, Jeans, Watch",1706.98,12/05/2022 13:22:41
356,2,"T-shirt, Watch, Jacket, Sneakers",819.31,03/20/2022 09:08:38
357,4,Jacket,322.94,07/27/2022 09:14:00
358,6,"Jacket, Jeans, Watch, Sneakers",1269.38,02/02/2023 01:15:59
359,18,"Jeans, Watch, Jacket, T-shirt",1110.62,04/28/2022 18:38:25
360,13,"Jacket, Jeans, Sneakers, T-shirt",1094.01,08/05/2022 23:44:59
361,2,"Jeans, Watch, T-shirt, Sneakers, Jacket",1131.11,03/24/2022 21:48:15
362,13,"T-shirt, Sneakers",837.12,10/26/2022 10:17:53
363,3,"Jeans, Jacket, T-shirt, Sneakers, Watch",1393.35,08/22/2022 09:06:01
364,18,"Sneakers, Jacket, T-shirt",533.17,04/08/2022 10:06:41
365,17,"Sneakers, Jeans, Watch, Jacket",546.78,02/11/2022 19:16:11
366,22,"Jeans, T-shirt, Jacket",1060.0,01/10/2022 13:45:01
367,10,"Watch, Jeans, Jacket, T-shirt, Sneakers",764.6,01/20/2023 06:03:46
368,6,"Jeans, T-shirt, Sneakers",619.92,11/24/2022 06:16:05
369,10,"Sneakers, Jacket",347.29,02/26/2022 17:25:24
370,2,"T-shirt, Jeans",537.78,12/02/2022 23:58:15
371,22,"Sneakers, Watch, Jeans",494.31,02/14/2022 21:57:07
372,1,Watch,465.48,10/01/2022 02:18:58
373,22,"Sneakers, Jeans, T-shirt",1271.23,08/18/2022 03:18:14
